name,DateMonth,DateDay,DateYear,,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,stations
"Tequila, Mexico",2,22,2022,,83.9,50.1,67.7,81.1,50.1,67.2,39.6,40.2,0,0,0,,9.8,11.2,294.4,1017.7,0,11.5,249.8,21.7,9,10,2022-02-22T07:20:45,2022-02-22T18:57:10,0.72,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2,23,2022,,86.8,50.1,68,83.4,50.1,67.5,41.8,43.1,0,0,0,,24.6,11.2,302.5,1016.6,0,11.1,259.1,22.3,9,10,2022-02-23T07:20:02,2022-02-23T18:57:37,0.75,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2,24,2022,,85.4,52.4,68.2,82.3,52.4,67.5,41,44.1,0,0,0,,9.2,9.2,284.3,1014.3,1.7,12.5,238.6,20.7,9,10,2022-02-24T07:19:19,2022-02-24T18:58:02,0.79,Clear,Clear conditions throughout the day.,"F0749,76613399999,76612099999,remote"
"Tequila, Mexico",2,25,2022,,85.4,50.1,68.4,82.2,50.1,67.7,38.6,38.1,0,0,0,,5.4,8.9,285,1014.7,5.8,12.2,240,20.9,10,10,2022-02-25T07:18:35,2022-02-25T18:58:27,0.82,Clear,Clear conditions throughout the day.,"76613399999,F0749,76612099999,remote"
"Tequila, Mexico",2,26,2022,,86.3,55.3,69.2,82.9,55.3,68.5,35.3,32.5,0,0,0,,5.4,8.9,295.2,1016.1,28.4,12.6,240,20.9,10,10,2022-02-26T07:17:50,2022-02-26T18:58:52,0.86,Partially cloudy,Partly cloudy throughout the day.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",2,27,2022,,87.9,50.1,68.6,84.2,50.1,67.8,36.4,34.9,0,0,0,,8.3,9,284.5,1016.1,16.7,11.2,261,22.6,10,10,2022-02-27T07:17:04,2022-02-27T18:59:17,0.89,Clear,Clear conditions throughout the day.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",2,28,2022,,87.2,53.6,69.5,83.8,53.6,68.9,37.8,34.7,0,0,0,,8.3,15,290.1,1015.8,6,11.3,266.5,23.3,9,10,2022-02-28T07:16:18,2022-02-28T18:59:41,0.93,Clear,Clear conditions throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",3,1,2022,,87,52.1,69.7,83.4,52.1,68.9,39.8,40.3,0,0,0,,8.9,11.4,271.9,1014.4,2.9,12.3,258.6,22.5,10,10,2022-03-01T07:15:31,2022-03-01T19:00:04,0.96,Clear,Clear conditions throughout the day.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",3,2,2022,,87,49.9,67.9,83.4,49.3,67.1,36.2,37.9,0,0,0,,9.6,11.2,290.4,1016.4,0,10.1,252.3,21.8,9,10,2022-03-02T07:14:43,2022-03-02T19:00:27,0,Clear,Clear conditions throughout the day.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",3,3,2022,,86.6,48.3,68.9,83.1,48.3,68.1,34.8,33.3,0,0,0,,17.9,18.3,289.9,1015.9,1.1,11.3,236,20.4,10,10,2022-03-03T07:13:55,2022-03-03T19:00:50,0.03,Clear,Clear conditions throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",3,4,2022,,87,50.1,68.5,83.4,50.1,67.7,33.1,30.4,0,0,0,,10.5,9.2,272.6,1015.9,5.3,11.8,248.6,21.5,10,10,2022-03-04T07:13:06,2022-03-04T19:01:13,0.06,Clear,Clear conditions throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",3,5,2022,,85.4,51.7,67.9,82.1,51.7,67.2,34.1,32.7,0,0,0,,9.8,12.8,272.8,1015.9,8.6,11.9,266.3,23.1,10,10,2022-03-05T07:12:17,2022-03-05T19:01:35,0.1,Clear,Clear conditions throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",3,6,2022,,85.4,49.9,67.5,82.2,49.9,66.9,31.5,29.4,0,0,0,,9.2,9.2,274.8,1016,3.2,12.2,256.7,22.4,10,10,2022-03-06T07:11:28,2022-03-06T19:01:56,0.13,Clear,Clear conditions throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",3,7,2022,,87.2,50.3,67.6,83.6,50.3,66.8,32.7,32.1,0,0,0,,16.3,13,260.8,1014.7,1.2,11.8,294.8,25.5,10,10,2022-03-07T07:10:37,2022-03-07T19:02:18,0.16,Clear,Clear conditions throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",3,8,2022,,87.3,48.1,66.6,83.7,48.1,65.9,37.8,40.7,0,0,0,,20.1,11.6,266.4,1012.3,0.1,12.4,290.2,25.3,10,10,2022-03-08T07:09:47,2022-03-08T19:02:39,0.19,Clear,Clear conditions throughout the day.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",3,9,2022,,83.9,49.5,65,81.1,49.5,64.7,33.2,37.9,0,0,0,,20.1,15,259.5,1013.1,12,10.9,268.5,23.4,9,10,2022-03-09T07:08:56,2022-03-09T19:03:00,0.23,Clear,Clear conditions throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",3,10,2022,,84.6,48.3,64.9,81.7,48.3,64.5,31.2,35.8,0,0,0,,18.8,12.5,246.7,1012.9,15.3,13.4,281.2,24.4,10,10,2022-03-10T07:08:04,2022-03-10T19:03:20,0.25,Clear,Clear conditions throughout the day.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",3,11,2022,,83.9,47.6,64.9,81,47.6,64.3,30.5,37.8,0,0,0,,24.6,12.8,267.1,1014.7,2.7,12.7,283.5,24.5,10,10,2022-03-11T07:07:13,2022-03-11T19:03:41,0.29,Clear,Clear conditions throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",3,12,2022,,87.3,45.8,66.9,83.8,45.8,66,31.8,33.5,0,0,0,,20.1,9,256.2,1014.6,0.1,12.5,287.6,25,10,10,2022-03-12T07:06:20,2022-03-12T19:04:01,0.32,Clear,Clear conditions throughout the day.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",3,13,2022,,88.8,48.3,67.5,85,48.3,66.7,32.8,32.5,0,0,0,,16.1,12.1,234.6,1015.4,0,12.1,282,24.4,10,10,2022-03-13T07:05:28,2022-03-13T19:04:20,0.35,Clear,Clear conditions throughout the day.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",3,14,2022,,86.1,51.7,68.6,82.7,51.7,67.8,36.4,36.3,0,0,0,,13.2,15,300.5,1017.3,15.8,11.3,291.6,25.3,10,10,2022-03-14T07:04:35,2022-03-14T19:04:40,0.39,Clear,Clear conditions throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",3,15,2022,,87,51.9,70.2,83.6,51.9,69.4,38.7,36.9,0,0,0,,20.1,9.2,282.8,1016.4,5.7,11.8,255.3,21.9,10,10,2022-03-15T07:03:42,2022-03-15T19:04:59,0.42,Clear,Clear conditions throughout the day.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",3,16,2022,,88.4,55.5,70.8,84.6,55.5,69.9,39.5,36.3,0,0,0,,22.4,13.6,285.6,1014.3,3.4,11.9,302.6,26.2,10,10,2022-03-16T07:02:49,2022-03-16T19:05:18,0.45,Clear,Clear conditions throughout the day.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",3,17,2022,,86.3,52.1,68.3,82.9,52.1,67.6,28.1,29,0,0,0,,22.4,13.5,277.8,1013,11,12.3,297.3,25.6,10,10,2022-03-17T07:01:55,2022-03-17T19:05:37,0.48,Clear,Clear conditions throughout the day.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",3,18,2022,,86.8,46.7,66.5,83.5,46.7,65.8,18.8,18.7,0,0,0,,24.6,8.9,294.6,1013.7,0.4,12.9,283.6,24.5,10,10,2022-03-18T07:01:02,2022-03-18T19:05:56,0.5,Clear,Clear conditions throughout the day.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",3,19,2022,,88.4,46.5,67.8,84.8,46.5,67,20,19.1,0,0,0,,9.4,6.7,279.1,1013.6,28.1,13,292.9,25.4,10,10,2022-03-19T07:00:08,2022-03-19T19:06:15,0.55,Partially cloudy,Partly cloudy throughout the day.,"76613399999,F0749,76612099999,remote"
"Tequila, Mexico",3,20,2022,,90.9,44.5,68.8,86.8,44.5,67.8,23.7,21.3,0,0,0,,17.9,17.2,256.1,1016,8.9,11,284.6,24.7,10,10,2022-03-20T06:59:14,2022-03-20T19:06:33,0.59,Clear,Clear conditions throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",3,21,2022,,88.8,52.1,68.7,85,52.1,67.8,26,23.8,0,0,0,,26.8,16.6,283.5,1012.9,16.3,12.9,300,26,10,10,2022-03-21T06:58:20,2022-03-21T19:06:51,0.62,Clear,Clear conditions throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",3,22,2022,,86.6,47,66.7,83.2,47,65.9,14.3,16.5,0,0,0,,24.6,16.1,280.8,1012.2,41.2,12.5,290.5,25,10,10,2022-03-22T06:57:26,2022-03-22T19:07:10,0.66,Partially cloudy,Partly cloudy throughout the day.,"F0749,76613399999,76612099999,remote"
"Tequila, Mexico",3,23,2022,,85.9,46.1,65.1,82.8,46.1,64.4,15.8,18.4,0,0,0,,29.1,13.6,283.4,1011.7,19.5,12.6,314.8,27.3,10,10,2022-03-23T06:56:32,2022-03-23T19:07:28,0.7,Clear,Clear conditions throughout the day.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",3,24,2022,,81.8,46.2,63.7,79.4,46.2,63.3,18.3,20.1,0,0,0,,7.2,11.4,14.9,1015.5,3.6,11,289.3,25.1,9,10,2022-03-24T06:55:38,2022-03-24T19:07:46,0.75,Clear,Clear conditions throughout the day.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",3,25,2022,,85,42.7,65.8,82,42.7,65.1,18.7,18.4,0,0,0,,6.5,6.9,70.6,1015.2,28.1,12.1,296.3,25.6,10,10,2022-03-25T06:54:44,2022-03-25T19:08:04,0.77,Partially cloudy,Partly cloudy throughout the day.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",3,26,2022,,87.2,50.7,68.7,83.6,50.7,67.9,28.3,25.9,0,0,0,,6.7,8.1,353.6,1014,20.9,12.6,293.2,25.5,10,10,2022-03-26T06:53:49,2022-03-26T19:08:22,0.8,Partially cloudy,Partly cloudy throughout the day.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",3,27,2022,,87.9,51,69,84.2,51,68.1,30.6,27.4,0,0,0,,24.6,9.2,303.5,1014.2,5.5,11.2,270,23.4,9,10,2022-03-27T06:52:55,2022-03-27T19:08:40,0.84,Clear,Clear conditions throughout the day.,"F0749,76613399999,76612099999,remote"
"Tequila, Mexico",3,28,2022,,88.2,53.4,69.9,84.4,53.4,69,33.7,30.1,0,0,0,,13.9,9.6,300.7,1014.1,12.9,12.8,305.7,26.4,10,10,2022-03-28T06:52:01,2022-03-28T19:08:58,0.87,Clear,Clear conditions throughout the day.,"MMGL,F0749,76612099999,remote"
"Tequila, Mexico",3,29,2022,,90.8,52.8,70.3,86.7,52.8,69.2,25.6,23.4,0,0,0,,26.8,17.2,280.5,1014.8,1,11.8,292,25.3,9,10,2022-03-29T06:51:07,2022-03-29T19:09:15,0.91,Clear,Clear conditions throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",3,30,2022,,86.6,50.1,67.9,83.2,50.1,67.1,22.2,20,0,0,0,,29.1,16.1,293.7,1011.9,37.9,12.2,296.8,25.5,10,10,2022-03-30T06:50:13,2022-03-30T19:09:33,0.95,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",3,31,2022,,88.4,46.5,68.6,84.6,46.5,67.7,27.1,27.4,0,0,0,,15,15,282.2,1011.4,62.8,10.7,283,24.4,9,10,2022-03-31T06:49:20,2022-03-31T19:09:51,0.98,Partially cloudy,Partly cloudy throughout the day.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",4,1,2022,,90.2,48.6,69.8,86.2,48.6,68.9,27,25.7,0,0,0,,14.8,11.9,292.7,1012.7,38.7,11.2,304.4,26.3,10,10,2022-04-01T06:48:26,2022-04-01T19:10:09,0,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",4,2,2022,,90.8,53.7,71.3,86.6,53.7,70.2,36.6,34.8,0,0,0,,11.2,9.6,295.9,1013.3,37.8,13.2,308.5,26.6,10,10,2022-04-02T06:47:33,2022-04-02T19:10:27,0.05,Partially cloudy,Clearing in the afternoon.,"76613399999,F0749,76612099999,remote"
"Tequila, Mexico",4,3,2022,,91.5,53.5,72.4,87.2,53.5,71.1,30.7,27.6,0,0,0,,24.6,10.3,295.1,1012.4,27.2,10.5,341.1,28.2,10,10,2022-04-03T07:46:40,2022-04-03T20:10:45,0.08,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",4,4,2022,,91.1,51.9,71.6,86.9,51.9,70.4,28.5,23.2,0,0,0,,26.8,16.3,290.7,1010.2,29,11.2,323.7,27.8,10,10,2022-04-04T07:45:47,2022-04-04T20:11:03,0.11,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",4,5,2022,,89,51.5,70,85.1,51.5,69,31.7,29.7,0,0,0,,22.4,16.1,271.4,1012.4,6.7,11.7,300.1,25.9,10,10,2022-04-05T07:44:55,2022-04-05T20:11:21,0.14,Clear,Clear conditions throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",4,6,2022,,89.7,50.1,70.1,85.7,50.1,69.1,33.8,30.8,0,0,0,,6.5,15,350.7,1013.3,51,10.4,280.2,24.4,10,10,2022-04-06T07:44:02,2022-04-06T20:11:40,0.18,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",4,7,2022,,91.5,53.5,72.8,87.2,53.5,71.6,41.1,38.7,0,0,0,,9.8,8.9,333.9,1011.6,44.6,12,300.4,25.8,10,10,2022-04-07T07:43:10,2022-04-07T20:11:58,0.21,Partially cloudy,Partly cloudy throughout the day.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",4,8,2022,,88.8,57.8,72.7,85,57.8,71.9,42.8,37.7,0,0,0,,11.2,6.9,12.2,1012.8,59.5,12.5,284,24.5,10,10,2022-04-08T07:42:19,2022-04-08T20:12:17,0.24,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",4,9,2022,,89.7,57.1,72.3,85.7,57.1,71.5,46.8,44.6,0.008,100,8.33,rain,15,11.4,304.8,1014.9,35.3,11.3,290.9,25,10,10,2022-04-09T07:41:28,2022-04-09T20:12:35,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",4,10,2022,,87.7,55.5,70.7,84.2,55.5,70.1,48.5,49.9,0.028,100,8.33,rain,22.4,13.9,278.4,1014.3,20.7,10.1,263.3,22.7,10,10,2022-04-10T07:40:37,2022-04-10T20:12:54,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",4,11,2022,,87.5,53.7,70.8,84,53.7,70,46.3,47.7,0.008,100,8.33,rain,13.2,18.3,307.9,1014,28.3,11,270.1,23.2,10,10,2022-04-11T07:39:46,2022-04-11T20:13:13,0.34,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",4,12,2022,,84.3,56.6,71,81.9,56.6,70.6,48.1,48.2,0,0,0,,15.9,12.8,283,1012.1,49.8,11.8,232.5,20,10,10,2022-04-12T07:38:56,2022-04-12T20:13:32,0.37,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",4,13,2022,,89.9,55.3,72.6,85.8,55.3,71.6,43.9,44.3,0,0,0,,22.4,20.8,298.3,1011.3,56.7,12.6,302,26.1,10,10,2022-04-13T07:38:07,2022-04-13T20:13:51,0.4,Partially cloudy,Partly cloudy throughout the day.,"MMGL,F0749,76612099999,remote"
"Tequila, Mexico",4,14,2022,,90.1,57.3,74.4,85.9,57.3,73.2,32.4,24.5,0,0,0,,11,7.6,285.8,1012.1,81.3,11.3,257.3,22.3,10,10,2022-04-14T07:37:18,2022-04-14T20:14:10,0.43,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",4,15,2022,,92.9,54.8,75.7,88.5,54.8,74.3,28.5,19.8,0,0,0,,10.7,11.4,293.6,1012,84.8,12.3,291,25,10,10,2022-04-15T07:36:29,2022-04-15T20:14:30,0.47,Partially cloudy,Partly cloudy throughout the day.,"76613399999,F0749,76612099999,remote"
"Tequila, Mexico",4,16,2022,,93.5,57,75.7,88.8,57,74.3,32.5,23.7,0,0,0,,26.8,17.2,290.4,1012.8,53.4,11.9,321.3,28,10,10,2022-04-16T07:35:41,2022-04-16T20:14:50,0.5,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",4,17,2022,,93.8,53.7,77.1,89.2,53.7,75.2,27.3,19.2,0,0,0,,11.6,17.2,307.9,1013.8,59.6,8.8,277.3,24,10,10,2022-04-17T07:34:54,2022-04-17T20:15:10,0.53,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",4,18,2022,,96.9,57.3,77.2,91.8,57.3,75.5,30.4,20.3,0,0,0,,12.5,9.6,274.9,1011.8,13.1,11.7,304.3,26.3,10,10,2022-04-18T07:34:07,2022-04-18T20:15:30,0.57,Clear,Clear conditions throughout the day.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",4,19,2022,,95.3,60,78.4,91.3,60,76.9,42.3,30.7,0,0,0,,19.7,12.8,231.5,1013.3,4.1,11,297.8,25.8,10,10,2022-04-19T07:33:21,2022-04-19T20:15:50,0.6,Clear,Clear conditions throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",4,20,2022,,93.8,53.7,74.7,89.2,53.7,73.3,38.9,33.7,0,0,0,,20.1,16.1,282.5,1014.7,9.9,10.6,301,26,9,10,2022-04-20T07:32:35,2022-04-20T20:16:11,0.64,Clear,Clear conditions throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",4,21,2022,,93.1,58.4,75,88.5,58.4,73.6,40.3,34.3,0,0,0,,12.8,11.2,290.9,1012.8,1.5,12.9,314.9,27.2,10,10,2022-04-21T07:31:50,2022-04-21T20:16:31,0.67,Clear,Clear conditions throughout the day.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",4,22,2022,,91.1,57.8,74.6,87.1,57.8,73.2,41,34.2,0,0,0,,17.2,25.3,280.3,1014.9,2,11.5,301.1,25.9,10,10,2022-04-22T07:31:06,2022-04-22T20:16:52,0.71,Clear,Clear conditions throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",4,23,2022,,91.5,54.2,73.7,87.2,54.2,72.4,34,30.8,0,0,0,,12.8,13.9,274.6,1011.9,1.6,12.2,315.8,27.2,10,10,2022-04-23T07:30:22,2022-04-23T20:17:14,0.75,Clear,Clear conditions throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",4,24,2022,,91.1,55.1,73.4,86.9,55.1,72.2,33.1,26.9,0,0,0,,15.2,12.8,290.6,1010.9,0,10.6,298.3,25.8,10,10,2022-04-24T07:29:39,2022-04-24T20:17:35,0.78,Clear,Clear conditions throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",4,25,2022,,93.8,53.9,73.9,89.2,53.9,72.5,31.6,27.2,0,0,0,,15.9,12.2,295.2,1011.3,0,10.6,323.4,27.7,10,10,2022-04-25T07:28:57,2022-04-25T20:17:57,0.82,Clear,Clear conditions throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",4,26,2022,,91.8,57.5,74.4,87.5,57.5,73.1,39.6,33.4,0.012,100,4.17,rain,31.2,13.1,278.5,1011.4,10.5,12.9,323.6,28.1,10,10,2022-04-26T07:28:15,2022-04-26T20:18:18,0.85,Rain,Clear conditions throughout the day with late afternoon rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",4,27,2022,,90.6,55.5,73,86.4,55.5,72.3,46.5,43.7,0.035,100,4.17,rain,35.8,9.8,30.3,1014.8,15.7,11.5,304.2,26.2,10,10,2022-04-27T07:27:35,2022-04-27T20:18:41,0.89,Rain,Clear conditions throughout the day with morning rain.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",4,28,2022,,90.2,58,73.9,86.2,58,72.7,37.6,33.8,0,0,0,,16.3,13.4,291.2,1012,16.9,11.9,321.8,27.8,10,10,2022-04-28T07:26:55,2022-04-28T20:19:03,0.92,Clear,Clear conditions throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",4,29,2022,,89.7,54.8,73.3,86,54.8,72,24.5,21.9,0,0,0,,14.1,13.9,286.2,1011.6,0,12.3,363.4,31.5,10,10,2022-04-29T07:26:15,2022-04-29T20:19:25,0.96,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",4,30,2022,,90.9,53.5,73.2,87,53.5,71.9,18.2,16.1,0,0,0,,8.9,8.1,287,1010,34.6,13.5,357.5,31.1,10,10,2022-04-30T07:25:37,2022-04-30T20:19:48,0,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,remote"
"Tequila, Mexico",5,1,2022,,93.6,53.7,75.1,89,53.7,73.8,28.7,22.3,0,0,0,,15,13.6,249.9,1012.9,27.8,11,342.5,29.6,10,10,2022-05-01T07:25:00,2022-05-01T20:20:11,0.03,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,remote"
"Tequila, Mexico",5,2,2022,,93.3,55.3,73.7,88.8,55.3,72.4,28.6,24.2,0,0,0,,15.2,13.4,286.3,1014,30.2,12.1,327.7,28.4,10,10,2022-05-02T07:24:23,2022-05-02T20:20:34,0.06,Partially cloudy,Clearing in the afternoon.,"MMGL,76613399999,F0749,remote"
"Tequila, Mexico",5,3,2022,,89.9,58.9,74.2,85.9,58.9,73,26.1,19.5,0,0,0,,10.3,7.8,271.6,1013.4,84,12.4,267.9,23.2,9,10,2022-05-03T07:23:47,2022-05-03T20:20:58,0.09,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",5,4,2022,,94.4,57.3,75.6,89.6,57.3,74.1,30.3,21.6,0,0,0,,20.1,13.9,287.1,1012.3,55.2,11.6,309.9,26.9,10,10,2022-05-04T07:23:12,2022-05-04T20:21:21,0.13,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",5,5,2022,,93.8,59.1,77.3,89.3,59.1,75.8,39.3,28.8,0,0,0,,14.8,17.2,290.9,1013.4,27.9,10.9,327.3,28.3,10,10,2022-05-05T07:22:38,2022-05-05T20:21:45,0.16,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",5,6,2022,,94,62.3,78.1,89.5,62.3,76.5,42.8,32.3,0,0,0,,15,10.7,286.7,1010.6,21.4,12.7,336.2,29.1,10,10,2022-05-06T07:22:05,2022-05-06T20:22:09,0.19,Partially cloudy,Becoming cloudy in the afternoon.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",5,7,2022,,94.4,59.3,77.3,89.7,59.3,75.6,40.2,32,0,0,0,,15.4,13.9,292.9,1012.1,6.3,12.6,291.6,25.1,10,10,2022-05-07T07:21:33,2022-05-07T20:22:33,0.22,Clear,Clear conditions throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",5,8,2022,,95.3,59.1,78,90.4,59.1,76.3,35.3,25,0,0,0,,24.6,13.9,288.2,1011.4,26.4,11.5,304.3,26.5,10,10,2022-05-08T07:21:02,2022-05-08T20:22:58,0.25,Partially cloudy,Becoming cloudy in the afternoon.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",5,9,2022,,94.9,58.8,77.7,90.2,58.8,76,34.7,23.5,0,0,0,,14.3,12.8,281.6,1011.4,14.5,10,291.8,25,10,10,2022-05-09T07:20:32,2022-05-09T20:23:22,0.29,Clear,Clear conditions throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",5,10,2022,,97.8,63.1,79.5,93.1,63.1,77.8,42.8,31,0,0,0,,8.9,16.1,275.9,1011.4,33.9,10.7,288.9,25.1,10,10,2022-05-10T07:20:03,2022-05-10T20:23:47,0.32,Partially cloudy,Partly cloudy throughout the day.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",5,11,2022,,97.1,67.9,80.2,92.4,67.9,78.8,48,36.3,0.02,100,4.17,rain,33.3,21.9,289.3,1010.3,35.7,12.8,312.9,27.2,10,10,2022-05-11T07:19:34,2022-05-11T20:24:12,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"MMGL,F0749,76612099999,remote"
"Tequila, Mexico",5,12,2022,,96.5,63.2,80.4,91.5,63.2,78.6,45.2,35.9,0.004,100,4.17,rain,14.8,11.2,64.3,1010.5,41.6,13,339.3,29.2,10,10,2022-05-12T07:19:07,2022-05-12T20:24:36,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",5,13,2022,,92.9,62.3,77.6,88.7,62.3,76.3,48.9,40.3,0,0,0,,13,12.8,285.6,1011.2,50.2,11.7,307.2,26.7,10,10,2022-05-13T07:18:41,2022-05-13T20:25:02,0.42,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",5,14,2022,,95.1,62.3,77.3,90.8,62.3,76.1,50.5,44.1,0,0,0,,11.9,13.9,296.2,1010.6,65.9,12.6,304.2,26.2,10,10,2022-05-14T07:18:16,2022-05-14T20:25:27,0.45,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",5,15,2022,,93.1,59.1,75.2,89.4,59.1,74.3,50.3,46.4,0.047,100,4.17,rain,9.8,9.2,229.9,1013.9,39.1,10.5,251.6,21.7,10,10,2022-05-15T07:17:52,2022-05-15T20:25:52,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"MMGL,76613399999,F0749,76612099999,remote"
