title,Date20,YR2020,AC20,AP20,YR20,Date21,YR2021,AC21,AP21,YR21,YR2022,AC22,AP22,YR22,PATTL,PROJ23,ACT23
Arette Gran Clase Extra Aejo,1/1/2020,2020,84,81,83,1/1/2021,2021,83,80,82,2022,81,81,81,80.66666667,81,80
Arette Gran Clase Extra Aejo 10 Year,1/1/2020,2020,90,89,90,1/1/2021,2021,98,95,97,2022,88,87,88,90.33333333,90,90
Arette Reposado,1/1/2020,2020,80,79,80,1/1/2021,2021,75,84,80,2022,83,83,83,82,82,82
Arette Reposado (Barricas de Cerveza),1/1/2020,2020,76,79,78,1/1/2021,2021,83,75,79,2022,73,79,76,77.66666667,78,77
Arette Unique Aejo,1/1/2020,2020,83,86,85,1/1/2021,2021,81,84,83,2022,90,94,92,88,88,88
Arette Unique Blanco,1/1/2020,2020,90,89,90,1/1/2021,2021,84,90,87,2022,98,96,97,91.66666667,92,91
Arette Unique Extra Aejo,1/1/2020,2020,90,90,90,1/1/2021,2021,93,84,89,2022,88,84,86,86,86,86
Arette Unique Reposado,1/1/2020,2020,87,87,87,1/1/2021,2021,85,92,89,2022,87,93,90,90.66666667,91,90
"Armero Reposado """"The Supreme""""",1/1/2020,2020,67,61,64,1/1/2021,2021,70,58,64,2022,72,64,68,61,61,61
Aroma Blanco (Pearl),1/1/2020,2020,77,80,79,1/1/2021,2021,78,85,82,2022,83,77,80,80.66666667,81,80
Aroma Reposado (Amber),1/1/2020,2020,68,82,75,1/1/2021,2021,66,77,72,2022,71,86,79,81.66666667,82,81
Arquitecto Tequila Blanco - Batch 1,1/1/2020,2020,85,85,85,1/1/2021,2021,81,80,81,2022,80,90,85,85,85,85
Arraigo Reposado,1/1/2020,2020,73,NA,#VALUE!,1/1/2021,2021,75,#VALUE!,#VALUE!,2022,76,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Arrecife Aejo,1/1/2020,2020,86,78,82,1/1/2021,2021,80,74,77,2022,82,74,78,75.33333333,75,75
Arrecife Plata,1/1/2020,2020,89,78,84,1/1/2021,2021,86,82,84,2022,97,78,88,79.33333333,79,79
Arrecife Reposado,1/1/2020,2020,91,73,82,1/1/2021,2021,86,71,79,2022,87,69,78,71,71,71
Arrecife Tequila Extra Aejo,1/1/2020,2020,92,60,76,1/1/2021,2021,94,61,78,2022,97,58,78,59.66666667,60,59
Arrogante Aejo,1/1/2020,2020,78,82,80,1/1/2021,2021,85,83,84,2022,79,86,83,83.66666667,84,83
Arrogante Blanco,1/1/2020,2020,60,68,64,1/1/2021,2021,65,73,69,2022,63,65,64,68.66666667,69,68
Arrogante Reposado,1/1/2020,2020,67,77,72,1/1/2021,2021,66,74,70,2022,72,75,74,75.33333333,75,75
Arrogante Super Aejo,1/1/2020,2020,84,84,84,1/1/2021,2021,85,80,83,2022,85,87,86,83.66666667,84,83
Arroyo Negro Blanco,1/1/2020,2020,NA,73,#VALUE!,1/1/2021,2021,#VALUE!,78,#VALUE!,2022,#VALUE!,68,#VALUE!,73,73,73
Art Tequila Aejo,1/1/2020,2020,82,84,83,1/1/2021,2021,79,87,83,2022,77,85,81,85.33333333,85,85
Art Tequila Reposado,1/1/2020,2020,80,81,81,1/1/2021,2021,79,77,78,2022,83,89,86,82.33333333,82,82
Art Tequila Silver,1/1/2020,2020,76,77,77,1/1/2021,2021,79,77,78,2022,79,77,78,77,77,77
Arta Tequila Extra Aejo,1/1/2020,2020,87,88,88,1/1/2021,2021,88,91,90,2022,93,86,90,88.33333333,88,88
ArteNOM Seleccin de 1123 Blanco,1/1/2020,2020,88,89,89,1/1/2021,2021,87,93,90,2022,96,95,96,92.33333333,92,92
ArteNOM Seleccin de 1549 Blanco,1/1/2020,2020,83,84,84,1/1/2021,2021,91,81,86,2022,78,89,84,84.66666667,85,84
ArteNOM Seleccin de 1579 Blanco,1/1/2020,2020,87,88,88,1/1/2021,2021,94,89,92,2022,90,93,92,90,90,90
ArteNOM Seleccin de 1580 Blanco,1/1/2020,2020,73,85,79,1/1/2021,2021,70,83,77,2022,71,83,77,83.66666667,84,83
ArteNOM Seleccion de 1079 Blanco,1/1/2020,2020,86,81,84,1/1/2021,2021,92,81,87,2022,83,79,81,80.33333333,80,80
ArteNOM Seleccion de 1146 Aejo,1/1/2020,2020,87,87,87,1/1/2021,2021,87,81,84,2022,95,84,90,84,84,84
ArteNOM Seleccion de 1414 Reposado,1/1/2020,2020,85,87,86,1/1/2021,2021,80,87,84,2022,86,87,87,87,87,87
"AsomBroso """"The Collaboration"""" 11 Year Aejo",1/1/2020,2020,86,84,85,1/1/2021,2021,86,85,86,2022,85,85,85,84.66666667,85,84
AsomBroso Especial De Rouge Extra Aejo,1/1/2020,2020,83,82,83,1/1/2021,2021,79,83,81,2022,78,86,82,83.66666667,84,83
Asombroso Aejo,1/1/2020,2020,85,86,86,1/1/2021,2021,87,89,88,2022,92,87,90,87.33333333,87,87
Asombroso Blanco,1/1/2020,2020,78,76,77,1/1/2021,2021,73,79,76,2022,79,76,78,77,77,77
Asombroso Del Porto,1/1/2020,2020,81,84,83,1/1/2021,2021,88,90,89,2022,88,88,88,87.33333333,87,87
Asombroso Diosa 12 yr. Reserva Familiar Extra Aejo,1/1/2020,2020,94,NA,#VALUE!,1/1/2021,2021,88,#VALUE!,#VALUE!,2022,88,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Asombroso El Carbonzado,1/1/2020,2020,86,83,85,1/1/2021,2021,93,87,90,2022,88,89,89,86.33333333,86,86
Asombroso El Platino,1/1/2020,2020,76,67,72,1/1/2021,2021,74,66,70,2022,82,71,77,68,68,68
Asombroso Extra Aejo 5 Year,1/1/2020,2020,84,76,80,1/1/2021,2021,90,77,84,2022,91,82,87,78.33333333,78,78
Asombroso La Rosa 11 Month,1/1/2020,2020,81,85,83,1/1/2021,2021,86,91,89,2022,77,90,84,88.66666667,89,88
Asombroso La Rosa 3 Month,1/1/2020,2020,74,74,74,1/1/2021,2021,71,77,74,2022,78,75,77,75.33333333,75,75
Asombroso Vintage Aejo 11 Year,1/1/2020,2020,87,78,83,1/1/2021,2021,87,73,80,2022,89,84,87,78.33333333,78,78
Astral Tequila Blanco,1/1/2020,2020,80,80,80,1/1/2021,2021,88,75,82,2022,77,84,81,79.66666667,80,79
Atanasio Aejo,1/1/2020,2020,85,87,86,1/1/2021,2021,86,88,87,2022,82,93,88,89.33333333,89,89
Atanasio Beso de Amor Plata,1/1/2020,2020,85,85,85,1/1/2021,2021,92,83,88,2022,93,90,92,86,86,86
Atanasio Blanco,1/1/2020,2020,85,83,84,1/1/2021,2021,90,83,87,2022,91,83,87,83,83,83
Atanasio Orgenes Blanco Espritu Fuerte,1/1/2020,2020,87,88,88,1/1/2021,2021,93,87,90,2022,95,96,96,90.33333333,90,90
Atanasio Orgenes Plata,1/1/2020,2020,83,87,85,1/1/2021,2021,79,82,81,2022,78,91,85,86.66666667,87,86
Atanasio Reposado,1/1/2020,2020,87,86,87,1/1/2021,2021,84,88,86,2022,90,92,91,88.66666667,89,88
Avin Reposado,1/1/2020,2020,73,68,71,1/1/2021,2021,80,64,72,2022,76,69,73,67,67,67
Avin Reserva Cristalino,1/1/2020,2020,75,63,69,1/1/2021,2021,73,67,70,2022,70,67,69,65.66666667,66,65
Avin Silver,1/1/2020,2020,74,69,72,1/1/2021,2021,81,68,75,2022,79,65,72,67.33333333,67,67
Avion Aejo,1/1/2020,2020,77,74,76,1/1/2021,2021,73,77,75,2022,75,72,74,74.33333333,74,74
Avion Reserva 44,1/1/2020,2020,86,85,86,1/1/2021,2021,89,86,88,2022,84,81,83,84,84,84
Ayate Aejo,1/1/2020,2020,83,80,82,1/1/2021,2021,89,83,86,2022,81,85,83,82.66666667,83,82
Ayate Reposado,1/1/2020,2020,83,80,82,1/1/2021,2021,82,78,80,2022,89,77,83,78.33333333,78,78
Azteca Azul Tequila Plata,1/1/2020,2020,81,83,82,1/1/2021,2021,82,87,85,2022,84,90,87,86.66666667,87,86
Azteca Azul Tequila Reposado,1/1/2020,2020,82,NA,#VALUE!,1/1/2021,2021,80,#VALUE!,#VALUE!,2022,82,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Azuia Aejo,1/1/2020,2020,79,79,79,1/1/2021,2021,83,77,80,2022,86,84,85,80,80,80
Azuia Black Aejo,1/1/2020,2020,86,88,87,1/1/2021,2021,89,94,92,2022,91,83,87,88.33333333,88,88
Azuia Blanco,1/1/2020,2020,76,78,77,1/1/2021,2021,75,81,78,2022,81,84,83,81,81,81
Azuia Reposado,1/1/2020,2020,82,83,83,1/1/2021,2021,85,87,86,2022,86,82,84,84,84,84
Azul Imperial Blanco,1/1/2020,2020,74,72,73,1/1/2021,2021,81,74,78,2022,78,72,75,72.66666667,73,72
Azul Imperial Reposado,1/1/2020,2020,82,78,80,1/1/2021,2021,88,77,83,2022,89,77,83,77.33333333,77,77
Baja Billy Tequila Aejo Cristalino,1/1/2020,2020,83,NA,#VALUE!,1/1/2021,2021,91,#VALUE!,#VALUE!,2022,84,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Baluarte Blanco,1/1/2020,2020,76,76,76,1/1/2021,2021,80,81,81,2022,73,82,78,79.66666667,80,79
Baluarte Reposado,1/1/2020,2020,75,78,77,1/1/2021,2021,80,79,80,2022,78,75,77,77.33333333,77,77
Bandero Blanco Tequila,1/1/2020,2020,87,85,86,1/1/2021,2021,86,88,87,2022,83,85,84,86,86,86
Bandstas Aejo,1/1/2020,2020,70,68,69,1/1/2021,2021,68,73,71,2022,77,71,74,70.66666667,71,70
Bandstas Blanco,1/1/2020,2020,69,69,69,1/1/2021,2021,71,68,70,2022,66,75,71,70.66666667,71,70
Bandstas Extra Aejo,1/1/2020,2020,74,84,79,1/1/2021,2021,73,84,79,2022,69,91,80,86.33333333,86,86
Bandstas Premium Silver,1/1/2020,2020,74,77,76,1/1/2021,2021,75,83,79,2022,74,83,79,81,81,81
Bandstas Reposado,1/1/2020,2020,71,72,72,1/1/2021,2021,74,72,73,2022,74,72,73,72,72,72
Baron Tequila Platinum,1/1/2020,2020,76,74,75,1/1/2021,2021,71,75,73,2022,76,71,74,73.33333333,73,73
Batanga Tequila Blanco,1/1/2020,2020,76,75,76,1/1/2021,2021,78,76,77,2022,81,73,77,74.66666667,75,74
Batanga Tequila Reposado,1/1/2020,2020,76,70,73,1/1/2021,2021,77,68,73,2022,80,67,74,68.33333333,68,68
"Berrueco """"Single Barrel"""" Aejo",1/1/2020,2020,76,83,80,1/1/2021,2021,81,86,84,2022,78,89,84,86,86,86
Berrueco Aejo Tequila,1/1/2020,2020,92,NA,#VALUE!,1/1/2021,2021,95,#VALUE!,#VALUE!,2022,94,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Berrueco Reposado Tequila,1/1/2020,2020,87,91,89,1/1/2021,2021,81,90,86,2022,94,95,95,92,92,92
Big Boy Tequila Reposado,1/1/2020,2020,64,NA,#VALUE!,1/1/2021,2021,69,#VALUE!,#VALUE!,2022,62,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Black 50 Tequila Reposado,1/1/2020,2020,100,74,87,1/1/2021,2021,110,74,92,2022,98,78,88,75.33333333,75,75
Black Box Tequila Silver,1/1/2020,2020,68,NA,#VALUE!,1/1/2021,2021,68,#VALUE!,#VALUE!,2022,74,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Black Sheep Tequila Aejo,1/1/2020,2020,80,NA,#VALUE!,1/1/2021,2021,84,#VALUE!,#VALUE!,2022,86,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Black Sheep Tequila Blanco,1/1/2020,2020,92,NA,#VALUE!,1/1/2021,2021,97,#VALUE!,#VALUE!,2022,97,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Black Sheep Tequila Extra Aejo,1/1/2020,2020,85,NA,#VALUE!,1/1/2021,2021,92,#VALUE!,#VALUE!,2022,82,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Blowfish Tequila Extra Aejo,1/1/2020,2020,78,NA,#VALUE!,1/1/2021,2021,82,#VALUE!,#VALUE!,2022,73,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Blue Head Reposado,1/1/2020,2020,76,69,73,1/1/2021,2021,71,71,71,2022,78,74,76,71.33333333,71,71
Blue Iguana Tequila Silver,1/1/2020,2020,45,67,56,1/1/2021,2021,44,65,55,2022,45,71,58,67.66666667,68,67
Blue Nectar Aejo Founders Blend,1/1/2020,2020,80,83,82,1/1/2021,2021,78,80,79,2022,85,85,85,82.66666667,83,82
Blue Nectar Reposado Extra Blend,1/1/2020,2020,77,73,75,1/1/2021,2021,84,70,77,2022,82,75,79,72.66666667,73,72
Blue Nectar Reposado Special Craft,1/1/2020,2020,77,79,78,1/1/2021,2021,75,74,75,2022,84,79,82,77.33333333,77,77
Blue Nectar Silver,1/1/2020,2020,79,75,77,1/1/2021,2021,79,72,76,2022,86,77,82,74.66666667,75,74
Bonita Aejo by Don Valente,1/1/2020,2020,89,NA,#VALUE!,1/1/2021,2021,96,#VALUE!,#VALUE!,2022,89,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Bonita Platinum,1/1/2020,2020,56,68,62,1/1/2021,2021,61,73,67,2022,58,68,63,69.66666667,70,69
Bonita Reposado by Don Valente,1/1/2020,2020,76,87,82,1/1/2021,2021,73,91,82,2022,82,88,85,88.66666667,89,88
BooYa Reposado,1/1/2020,2020,77,NA,#VALUE!,1/1/2021,2021,78,#VALUE!,#VALUE!,2022,77,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Bracero Aejo,1/1/2020,2020,71,75,73,1/1/2021,2021,72,70,71,2022,72,78,75,74.33333333,74,74
Bracero Blanco,1/1/2020,2020,85,83,84,1/1/2021,2021,86,87,87,2022,81,79,80,83,83,83
Bracero Reposado,1/1/2020,2020,NA,66,#VALUE!,1/1/2021,2021,#VALUE!,66,#VALUE!,2022,#VALUE!,70,#VALUE!,67.33333333,67,67
Braltos Tequila Blanco,1/1/2020,2020,79,NA,#VALUE!,1/1/2021,2021,86,#VALUE!,#VALUE!,2022,85,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Bribn Tequila Blanco,1/1/2020,2020,60,56,58,1/1/2021,2021,58,59,59,2022,63,60,62,58.33333333,58,58
Bribn Tequila Reposado,1/1/2020,2020,65,67,66,1/1/2021,2021,68,70,69,2022,67,64,66,67,67,67
Bronco Independiente Blanco,1/1/2020,2020,49,82,66,1/1/2021,2021,51,83,67,2022,50,80,65,81.66666667,82,81
Buen Vato Tequila Blanco,1/1/2020,2020,76,79,78,1/1/2021,2021,75,78,77,2022,82,79,81,78.66666667,79,78
Buendia Blanco,1/1/2020,2020,91,84,88,1/1/2021,2021,86,86,86,2022,88,91,90,87,87,87
Burgues Azteca Tequila Blanco,1/1/2020,2020,95,NA,#VALUE!,1/1/2021,2021,103,#VALUE!,#VALUE!,2022,100,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Buscadores Aejo,1/1/2020,2020,82,86,84,1/1/2021,2021,88,90,89,2022,80,82,81,86,86,86
Buscadores Reposado,1/1/2020,2020,86,86,86,1/1/2021,2021,92,87,90,2022,91,92,92,88.33333333,88,88
COA de Jima Tequila Reposado,1/1/2020,2020,82,NA,#VALUE!,1/1/2021,2021,79,#VALUE!,#VALUE!,2022,79,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
COA de Jima Tequila Silver,1/1/2020,2020,79,79,79,1/1/2021,2021,78,77,78,2022,86,82,84,79.33333333,79,79
Cabal Aejo,1/1/2020,2020,88,87,88,1/1/2021,2021,84,84,84,2022,84,84,84,85,85,85
Cabal Blanco,1/1/2020,2020,83,85,84,1/1/2021,2021,88,86,87,2022,90,86,88,85.66666667,86,85
Cabal Extra Aejo,1/1/2020,2020,89,89,89,1/1/2021,2021,85,89,87,2022,89,83,86,87,87,87
Cabal Reposado,1/1/2020,2020,86,84,85,1/1/2021,2021,86,82,84,2022,85,88,87,84.66666667,85,84
Cabalgadura Azteca Tequila Blanco,1/1/2020,2020,NA,76,#VALUE!,1/1/2021,2021,#VALUE!,73,#VALUE!,2022,#VALUE!,80,#VALUE!,76.33333333,76,76
Caballito Cerrero Azul Reposado 46,1/1/2020,2020,78,90,84,1/1/2021,2021,85,88,87,2022,84,94,89,90.66666667,91,90
Caballito Cerrero Blanco,1/1/2020,2020,80,83,82,1/1/2021,2021,80,79,80,2022,82,89,86,83.66666667,84,83
Caballito Cerrero Chato Aejo,1/1/2020,2020,90,91,91,1/1/2021,2021,95,90,93,2022,98,100,99,93.66666667,94,93
Caballito Cerrero Chato Blanco 40,1/1/2020,2020,86,90,88,1/1/2021,2021,91,92,92,2022,85,93,89,91.66666667,92,91
Caballito Cerrero Chato Blanco 46,1/1/2020,2020,89,90,90,1/1/2021,2021,83,88,86,2022,94,89,92,89,89,89
Caballito Cerrero Chato Reposado,1/1/2020,2020,87,91,89,1/1/2021,2021,82,94,88,2022,94,87,91,90.66666667,91,90
Caballito Cerrero Reposado,1/1/2020,2020,82,76,79,1/1/2021,2021,86,76,81,2022,87,77,82,76.33333333,76,76
Caballito Fantastico Blanco,1/1/2020,2020,83,82,83,1/1/2021,2021,91,86,89,2022,80,86,83,84.66666667,85,84
Caballito Fantastico Reposado,1/1/2020,2020,83,82,83,1/1/2021,2021,88,88,88,2022,89,81,85,83.66666667,84,83
Cabeza Tequila Blanco,1/1/2020,2020,85,84,85,1/1/2021,2021,83,85,84,2022,87,80,84,83,83,83
Cabo Uno Aejo Reserva,1/1/2020,2020,83,88,86,1/1/2021,2021,83,90,87,2022,80,85,83,87.66666667,88,87
Cabo Wabo Aejo,1/1/2020,2020,80,79,80,1/1/2021,2021,88,79,84,2022,81,77,79,78.33333333,78,78
Cabo Wabo Blanco,1/1/2020,2020,74,72,73,1/1/2021,2021,73,67,70,2022,78,68,73,69,69,69
Cabo Wabo Reposado,1/1/2020,2020,76,72,74,1/1/2021,2021,75,72,74,2022,75,70,73,71.33333333,71,71
Cabo nico Extra Aejo,1/1/2020,2020,84,68,76,1/1/2021,2021,86,66,76,2022,86,67,77,67,67,67
Cabo nico Reposado,1/1/2020,2020,81,71,76,1/1/2021,2021,81,71,76,2022,80,75,78,72.33333333,72,72
Cabresto Aejo,1/1/2020,2020,87,89,88,1/1/2021,2021,87,85,86,2022,83,85,84,86.33333333,86,86
Cabresto Extra Aejo,1/1/2020,2020,88,90,89,1/1/2021,2021,87,89,88,2022,92,86,89,88.33333333,88,88
Cabresto Reposado,1/1/2020,2020,89,88,89,1/1/2021,2021,83,86,85,2022,91,85,88,86.33333333,86,86
Cabresto Silver,1/1/2020,2020,83,88,86,1/1/2021,2021,78,84,81,2022,91,89,90,87,87,87
Cabrito Blanco,1/1/2020,2020,73,78,76,1/1/2021,2021,69,74,72,2022,71,80,76,77.33333333,77,77
Cabrito Reposado,1/1/2020,2020,77,81,79,1/1/2021,2021,75,83,79,2022,75,81,78,81.66666667,82,81
Cada Da Reposado,1/1/2020,2020,80,71,76,1/1/2021,2021,87,67,77,2022,77,73,75,70.33333333,70,70
Calavera Reposado Tequila,1/1/2020,2020,76,NA,#VALUE!,1/1/2021,2021,81,#VALUE!,#VALUE!,2022,80,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Calend Aejo,1/1/2020,2020,62,NA,#VALUE!,1/1/2021,2021,59,#VALUE!,#VALUE!,2022,67,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Calend Reposado,1/1/2020,2020,89,NA,#VALUE!,1/1/2021,2021,85,#VALUE!,#VALUE!,2022,96,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Calera Tequila Aejo,1/1/2020,2020,65,78,72,1/1/2021,2021,67,77,72,2022,71,81,76,78.66666667,79,78
Calera Tequila Extra Aejo,1/1/2020,2020,82,80,81,1/1/2021,2021,81,80,81,2022,77,85,81,81.66666667,82,81
Calera Tequila Reposado,1/1/2020,2020,64,78,71,1/1/2021,2021,61,77,69,2022,69,85,77,80,80,80
CaliFino Tequila Aejo,1/1/2020,2020,74,70,72,1/1/2021,2021,79,68,74,2022,69,71,70,69.66666667,70,69
CaliFino Tequila Blanco,1/1/2020,2020,73,76,75,1/1/2021,2021,68,78,73,2022,70,77,74,77,77,77
CaliFino Tequila Extra Aejo,1/1/2020,2020,82,62,72,1/1/2021,2021,82,62,72,2022,77,62,70,62,62,62
CaliFino Tequila Reposado,1/1/2020,2020,81,78,80,1/1/2021,2021,77,81,79,2022,81,83,82,80.66666667,81,80
Calirosa Aejo Tequila,1/1/2020,2020,79,73,76,1/1/2021,2021,77,68,73,2022,83,68,76,69.66666667,70,69
Calirosa Rosa Blanco Tequila,1/1/2020,2020,75,66,71,1/1/2021,2021,71,70,71,2022,81,71,76,69,69,69
Calle 23 Aejo,1/1/2020,2020,85,84,85,1/1/2021,2021,89,84,87,2022,87,85,86,84.33333333,84,84
Calle 23 Blanco,1/1/2020,2020,82,83,83,1/1/2021,2021,89,83,86,2022,82,88,85,84.66666667,85,84
Calle 23 Criollo,1/1/2020,2020,91,91,91,1/1/2021,2021,97,86,92,2022,91,98,95,91.66666667,92,91
Calle 23 Reposado,1/1/2020,2020,83,84,84,1/1/2021,2021,84,86,85,2022,84,83,84,84.33333333,84,84
Calle 23 Single Barrel Aejo,1/1/2020,2020,89,88,89,1/1/2021,2021,94,93,94,2022,94,91,93,90.66666667,91,90
Calor Silver,1/1/2020,2020,NA,83,#VALUE!,1/1/2021,2021,#VALUE!,80,#VALUE!,2022,#VALUE!,88,#VALUE!,83.66666667,84,83
Camarena Reposado Tequila,1/1/2020,2020,71,66,69,1/1/2021,2021,77,63,70,2022,71,64,68,64.33333333,64,64
Camarena Silver Tequila,1/1/2020,2020,67,62,65,1/1/2021,2021,65,63,64,2022,63,58,61,61,61,61
Camino Real Blanco,1/1/2020,2020,58,NA,#VALUE!,1/1/2021,2021,63,#VALUE!,#VALUE!,2022,58,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Camino Real Gold,1/1/2020,2020,62,67,65,1/1/2021,2021,63,68,66,2022,64,68,66,67.66666667,68,67
Campanario Reposado,1/1/2020,2020,77,80,79,1/1/2021,2021,80,81,81,2022,83,79,81,80,80,80
Campen K&L Exclusive Blanco,1/1/2020,2020,NA,86,#VALUE!,1/1/2021,2021,#VALUE!,80,#VALUE!,2022,#VALUE!,83,#VALUE!,83,83,83
Campeon Aejo Tequila,1/1/2020,2020,76,82,79,1/1/2021,2021,80,84,82,2022,80,81,81,82.33333333,82,82
Campeon Reposado Tequila,1/1/2020,2020,65,83,74,1/1/2021,2021,64,80,72,2022,65,91,78,84.66666667,85,84
Campeon Silver Tequila,1/1/2020,2020,73,76,75,1/1/2021,2021,72,75,74,2022,75,78,77,76.33333333,76,76
Campo Azul Aejo,1/1/2020,2020,76,78,77,1/1/2021,2021,77,75,76,2022,83,80,82,77.66666667,78,77
Campo Azul Blanco,1/1/2020,2020,73,72,73,1/1/2021,2021,71,75,73,2022,75,79,77,75.33333333,75,75
Campo Azul Clasico,1/1/2020,2020,84,72,78,1/1/2021,2021,85,76,81,2022,85,74,80,74,74,74
Campo Azul Diamante Cristalino Aejo,1/1/2020,2020,81,60,71,1/1/2021,2021,82,62,72,2022,89,63,76,61.66666667,62,61
Campo Azul Gran Reserva Extra Aejo,1/1/2020,2020,84,82,83,1/1/2021,2021,83,78,81,2022,81,81,81,80.33333333,80,80
Campo Azul Reposado,1/1/2020,2020,74,70,72,1/1/2021,2021,73,74,74,2022,75,74,75,72.66666667,73,72
Campo Azul Selecto Aejo,1/1/2020,2020,81,83,82,1/1/2021,2021,76,84,80,2022,84,91,88,86,86,86
Campo Azul Selecto Blanco,1/1/2020,2020,76,79,78,1/1/2021,2021,76,80,78,2022,82,74,78,77.66666667,78,77
Campo Azul Selecto Reposado,1/1/2020,2020,74,76,75,1/1/2021,2021,71,73,72,2022,73,76,75,75,75,75
Campo Bravo Plata,1/1/2020,2020,71,71,71,1/1/2021,2021,69,75,72,2022,77,71,74,72.33333333,72,72
Campo Bravo Reposado,1/1/2020,2020,65,NA,#VALUE!,1/1/2021,2021,71,#VALUE!,#VALUE!,2022,71,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Campo Roble Aejo,1/1/2020,2020,84,NA,#VALUE!,1/1/2021,2021,92,#VALUE!,#VALUE!,2022,87,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Cancin Tequila Blanco,1/1/2020,2020,73,NA,#VALUE!,1/1/2021,2021,69,#VALUE!,#VALUE!,2022,69,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Candido Reposado,1/1/2020,2020,86,79,83,1/1/2021,2021,84,81,83,2022,86,77,82,79,79,79
Canicas Aejo,1/1/2020,2020,87,87,87,1/1/2021,2021,84,82,83,2022,87,81,84,83.33333333,83,83
Cantera Aejo,1/1/2020,2020,79,82,81,1/1/2021,2021,80,81,81,2022,77,83,80,82,82,82
Cantera Negra Aejo,1/1/2020,2020,83,75,79,1/1/2021,2021,87,72,80,2022,90,70,80,72.33333333,72,72
Cantera Negra Extra Aejo,1/1/2020,2020,85,78,82,1/1/2021,2021,92,77,85,2022,81,80,81,78.33333333,78,78
Cantera Negra Reposado,1/1/2020,2020,81,81,81,1/1/2021,2021,81,87,84,2022,84,78,81,82,82,82
Cantera Negra Silver,1/1/2020,2020,78,76,77,1/1/2021,2021,84,76,80,2022,74,73,74,75,75,75
Cantinero Blanco,1/1/2020,2020,75,75,75,1/1/2021,2021,70,76,73,2022,81,80,81,77,77,77
Cantinero Reposado,1/1/2020,2020,79,76,78,1/1/2021,2021,84,74,79,2022,78,74,76,74.66666667,75,74
Capote Aejo,1/1/2020,2020,90,88,89,1/1/2021,2021,94,85,90,2022,93,93,93,88.66666667,89,88
Capote Plata,1/1/2020,2020,88,84,86,1/1/2021,2021,87,86,87,2022,82,82,82,84,84,84
Capote Reposado,1/1/2020,2020,NA,84,#VALUE!,1/1/2021,2021,#VALUE!,90,#VALUE!,2022,#VALUE!,84,#VALUE!,86,86,86
Caramba Silver,1/1/2020,2020,87,77,82,1/1/2021,2021,87,83,85,2022,92,80,86,80,80,80
Carbonero Tequila Blanco,1/1/2020,2020,67,NA,#VALUE!,1/1/2021,2021,73,#VALUE!,#VALUE!,2022,65,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Carmes Reposado,1/1/2020,2020,80,83,82,1/1/2021,2021,84,89,87,2022,78,79,79,83.66666667,84,83
Carrera Tequila Aejo,1/1/2020,2020,85,74,80,1/1/2021,2021,81,73,77,2022,80,74,77,73.66666667,74,73
Carrera Tequila Blanco,1/1/2020,2020,84,79,82,1/1/2021,2021,79,84,82,2022,87,74,81,79,79,79
Carrera Tequila Reposado,1/1/2020,2020,79,79,79,1/1/2021,2021,85,77,81,2022,81,76,79,77.33333333,77,77
Carreta de Oro Blanco,1/1/2020,2020,NA,75,#VALUE!,1/1/2021,2021,#VALUE!,78,#VALUE!,2022,#VALUE!,80,#VALUE!,77.66666667,78,77
Carreta de Oro Reposado,1/1/2020,2020,80,71,76,1/1/2021,2021,86,75,81,2022,86,70,78,72,72,72
Carvajal Blanco,1/1/2020,2020,NA,60,#VALUE!,1/1/2021,2021,#VALUE!,57,#VALUE!,2022,#VALUE!,59,#VALUE!,58.66666667,59,58
